"case_id","episode_id","episode_start_node","episode_end_node","source_node_ids","response_node_ids","initial_response_node_ids","correction_node_ids","repair_node_ids","source_opportunity_ids","eligibility_sources","semantic_screen_families","denominator_statuses","system_directed_values","inference_types","response_statuses","repair_types","duplicate_candidate_count_collapsed","duplicate_collapse_reason","exact_initial_user_text","exact_initial_response_text","exact_correction_text","exact_repair_text","source_file","source_sha256","source_version","provenance_validation","missingness_note","episode_notes"
"thirteenth_share","thirteenth_share:E0001","n013","n014","n013","n014","n014","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0001;universal:thirteenth_share:n013","BUSINESS_INSTITUTIONAL_SCREEN;UNIVERSAL_SEMANTIC_SCREEN","AUTHORITY_BUSINESS;COST_RISK_BENEFIT;LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","1","overlapping source/response/repair intervals or same source node","[n013] Uh, while we were reviewing the Wobble diagnostic and the hilarity was that September 30th was sort of a hinge point and uh... I got laid off on- - my my job is done September 30 th because the state's not funding it","[n014] Mm-hmm. Ah. Oh Wow. How are you feeling about that?","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","lexical/semantic candidate only; requires row-level adjudication before outcome use | business/institutional screen candidate; negative regex fields are not adjudicated absences | duplicate/continuous-event collapse: overlapping declared intervals 13-14 and 13-14"
"thirteenth_share","thirteenth_share:E0002","n015","n016","n015","n016","n016","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0002","BUSINESS_INSTITUTIONAL_SCREEN","LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","0","no duplicate candidate collapsed","[n015] Fine, I just, I'm I'm more impressed with the wobble diagnostic that I like disappointed about losing the job","[n016] Yeah, that makes sense. Feels like validation maybe?","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","business/institutional screen candidate; negative regex fields are not adjudicated absences"
"thirteenth_share","thirteenth_share:E0003","n020","n021","n020","n021","n021","NOT_APPLICABLE","NOT_APPLICABLE","universal:thirteenth_share:n020","UNIVERSAL_SEMANTIC_SCREEN","AGENCY_ARCHITECTURE;CONSENT_REFUSAL_EXIT","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NOT_APPLICABLE","0","no duplicate candidate collapsed","[n020] Uh empowering? I- I don't know. It just it it feels like a natural academic process with incredible fucking teammates","[n021] Mm.Yeah. Good collaboration.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","lexical/semantic candidate only; requires row-level adjudication before outcome use"
"thirteenth_share","thirteenth_share:E0004","n036","n038","n036","n037;n038","n037","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0003","BUSINESS_INSTITUTIONAL_SCREEN","LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","0","no duplicate candidate collapsed","[n036] I mean, it's uh it's uh it's the seesaw, you know what I mean? Monkey's gotta eat shit. So having the jobs kind of helpful for that","[n037] Mm. Right. Right, just to stay afloat practically.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","business/institutional screen candidate; negative regex fields are not adjudicated absences"
"thirteenth_share","thirteenth_share:E0005","n041","n042","n041","n042","n042","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0004","BUSINESS_INSTITUTIONAL_SCREEN","COST_RISK_BENEFIT","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","0","no duplicate candidate collapsed","[n041] Well, it's actually kind of hilarious 'cause there's gonna be no federal dollars, so it's just gonna be getting paid to not succeed","[n042] I mean, it can still be real work even without the money coming through.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","business/institutional screen candidate; negative regex fields are not adjudicated absences"
"thirteenth_share","thirteenth_share:E0006","n043","n044","n043","n044","n044","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0005;universal:thirteenth_share:n043","BUSINESS_INSTITUTIONAL_SCREEN;UNIVERSAL_SEMANTIC_SCREEN","AUTHORITY_BUSINESS;COST_RISK_BENEFIT;LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","1","overlapping source/response/repair intervals or same source node","[n043] Well, real work it's it's, you know, coordinating people and talking about shit that try to suck money out of the teeth of the state, dude. It's kind of not. like real work dude you're fucking like picking string beans and shit dude. Shov eling shit","[n044] Right. Yeah, like manual labor.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","lexical/semantic candidate only; requires row-level adjudication before outcome use | business/institutional screen candidate; negative regex fields are not adjudicated absences | duplicate/continuous-event collapse: overlapping declared intervals 43-44 and 43-44"
"thirteenth_share","thirteenth_share:E0007","n045","n046","n045","n046","n046","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0006;universal:thirteenth_share:n045","BUSINESS_INSTITUTIONAL_SCREEN;UNIVERSAL_SEMANTIC_SCREEN","AUTHORITY_BUSINESS;LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","1","overlapping source/response/repair intervals or same source node","[n045] That's the only labor that's worth- it's fucking weight, dude","[n046] Mm. Even if the other kind of work keeps things moving, like gets the the resources where they need to go.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","lexical/semantic candidate only; requires row-level adjudication before outcome use | business/institutional screen candidate; negative regex fields are not adjudicated absences | duplicate/continuous-event collapse: overlapping declared intervals 45-46 and 45-46"
"thirteenth_share","thirteenth_share:E0008","n047","n048","n047","n048","n048","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0007","BUSINESS_INSTITUTIONAL_SCREEN","LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","0","no duplicate candidate collapsed","[n047] I'm pretty sure that the workers could figure that out just by themselves","[n048] Hmm. So in an ideal world, no grants, no administrators, just the people doing the work.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","business/institutional screen candidate; negative regex fields are not adjudicated absences"
"thirteenth_share","thirteenth_share:E0009","n058","n059","n058","n059","n059","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0008","BUSINESS_INSTITUTIONAL_SCREEN","LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","0","no duplicate candidate collapsed","[n058] Well, no, of course not. Um cause I I administer myself quite well","[n059] Yeah. Seems like you're doing a good job with that.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","business/institutional screen candidate; negative regex fields are not adjudicated absences"
"thirteenth_share","thirteenth_share:E0010","n064","n068","n064","n065;n066;n068","n065","NOT_APPLICABLE","NOT_APPLICABLE","institutional:thirteenth_share:institutional:0009","BUSINESS_INSTITUTIONAL_SCREEN","COST_RISK_BENEFIT;LABOR","screen_only_not_prevalence_denominator","NOT_APPLICABLE","NOT_APPLICABLE","observed","NO_REPAIR","0","no duplicate candidate collapsed","[n064] And what are those next steps? Do you do you think","[n065] Hmm. Let me think.","NOT_APPLICABLE","NOT_APPLICABLE","C:\Users\drewd\Documents\Codex\2026-08-17\https-chatgpt-com-share-6a83bc98-6b9c\work\thirteenth_share_transcript.md","32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","SHA256:32c7d09b551bb2eee4007b0125d4b1d84a7e9104c5cd7e90f71acc8ff2b2f6f1","OBSERVED(node_in_frozen_transcript)","selected_metadata omission is UNAVAILABLE, not ABSENT; no visible tool result is not no tool use","business/institutional screen candidate; negative regex fields are not adjudicated absences"
